Project Name,Address,Area (sqm),Type of Area,Transacted Price ($),Unit Price ($ psm),Unit Price ($ psf),Contract Date,Property Type,Tenure,Type of Sale,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
THE VENUE SHOPPES,2 Tai Thong Crescent  #01-23/24 ,130,Strata,7348800,56529,5252,14-NOV-2013,Retail,99 Yrs From 05/12/2012,New Sale,13,34,347836,Central Region,Toa Payoh
ROYAL SQUARE AT NOVENA,103 Irrawaddy Road  #01-12 ,30,Strata,2811000,93700,8705,13-NOV-2013,Retail,99 Yrs From 06/03/2013,New Sale,12,32,329566,Central Region,Novena
THE VENUE SHOPPES,2 Tai Thong Crescent  #01-03 ,50,Strata,3012800,60256,5598,13-NOV-2013,Retail,99 Yrs From 05/12/2012,New Sale,13,34,347836,Central Region,Toa Payoh
THE VENUE SHOPPES,2 Tai Thong Crescent  #01-07 ,36,Strata,2328000,64667,6008,13-NOV-2013,Retail,99 Yrs From 05/12/2012,New Sale,13,34,347836,Central Region,Toa Payoh
JUNCTION NINE,18 Yishun Avenue 9  #01-68 ,39,Strata,1722000,44154,4102,13-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
THE VENUE SHOPPES,2 Tai Thong Crescent  #01-12 ,75,Strata,4116000,54880,5098,13-NOV-2013,Retail,99 Yrs From 05/12/2012,New Sale,13,34,347836,Central Region,Toa Payoh
THE VENUE SHOPPES,2 Tai Thong Crescent  #01-18 ,43,Strata,2639200,61377,5702,13-NOV-2013,Retail,99 Yrs From 05/12/2012,New Sale,13,34,347836,Central Region,Toa Payoh
THE VENUE SHOPPES,2 Tai Thong Crescent  #01-20 ,44,Strata,2607200,59255,5505,12-NOV-2013,Retail,99 Yrs From 05/12/2012,New Sale,13,34,347836,Central Region,Toa Payoh
THE VENUE SHOPPES,2 Tai Thong Crescent  #01-14 ,30,Strata,1938400,64613,6003,12-NOV-2013,Retail,99 Yrs From 05/12/2012,New Sale,13,34,347836,Central Region,Toa Payoh
THE VENUE SHOPPES,2 Tai Thong Crescent  #01-04 ,45,Strata,2807200,62382,5795,12-NOV-2013,Retail,99 Yrs From 05/12/2012,New Sale,13,34,347836,Central Region,Toa Payoh
THE VENUE SHOPPES,2 Tai Thong Crescent  #01-17 ,30,Strata,1938400,64613,6003,12-NOV-2013,Retail,99 Yrs From 05/12/2012,New Sale,13,34,347836,Central Region,Toa Payoh
JUNCTION NINE,18 Yishun Avenue 9  #02-03 ,73,Strata,2279000,31219,2900,12-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
ROYAL SQUARE AT NOVENA,103 Irrawaddy Road  #01-23 ,29,Strata,2621000,90379,8396,12-NOV-2013,Retail,99 Yrs From 06/03/2013,New Sale,12,32,329566,Central Region,Novena
JUNCTION NINE,18 Yishun Avenue 9  #01-13 ,63,Strata,2577000,40905,3800,12-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-77 ,82,Strata,3720460,45371,4215,11-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-47 ,33,Strata,1528000,46303,4302,11-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #02-42 ,54,Strata,1628000,30148,2801,11-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-03 ,77,Strata,3730000,48442,4500,11-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-40 ,37,Strata,1753000,47378,4402,08-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-51 ,30,Strata,1389000,46300,4301,08-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-76 ,42,Strata,1990000,47381,4402,08-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-54 ,29,Strata,1093000,37690,3501,08-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #02-54 ,39,Strata,1491000,38231,3552,08-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
THE MIDTOWN,1187 Upper Serangoon Road  #01-26 ,71,Strata,3000300,42258,3926,08-NOV-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
JUNCTION NINE,18 Yishun Avenue 9  #01-62 ,16,Strata,827000,51688,4802,08-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #B1-12B ,23,Strata,770000,33478,3110,08-NOV-2013,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
JUNCTION NINE,18 Yishun Avenue 9  #02-59 ,33,Strata,1386000,42000,3902,08-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-09 ,23,Strata,1139000,49522,4601,08-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-48 ,26,Strata,1036000,39846,3702,08-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-14 ,20,Strata,797000,39850,3702,08-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-15 ,35,Strata,1281000,36600,3400,08-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-82 ,67,Strata,3246000,48448,4501,08-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #02-19 ,29,Strata,1031000,35552,3303,08-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #02-18 ,30,Strata,1066000,35533,3301,07-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #02-31 ,52,Strata,1736000,33385,3102,07-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #02-40 ,53,Strata,1769000,33377,3101,07-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-55 ,25,Strata,1018000,40720,3783,07-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
ROYAL SQUARE AT NOVENA,103 Irrawaddy Road  #01-04 ,50,Strata,4681000,93620,8698,07-NOV-2013,Retail,99 Yrs From 06/03/2013,New Sale,12,32,329566,Central Region,Novena
JUNCTION NINE,18 Yishun Avenue 9  #01-64 ,18,Strata,872000,48444,4501,07-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #02-45 ,11,Strata,551000,50091,4654,07-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-65 ,21,Strata,1176000,56000,5203,07-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-71 ,28,Strata,1236000,44143,4101,07-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #02-02 ,40,Strata,1378000,34450,3200,06-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-04 ,73,Strata,3772000,51671,4800,06-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-28 ,32,Strata,1447000,45219,4201,06-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
THE MIDTOWN,1187 Upper Serangoon Road  #01-02 ,82,Strata,3518900,42913,3987,06-NOV-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
SQUARE 2,10 Sinaran Drive  #10-16 ,93,Strata,3800000,40860,3796,06-NOV-2013,Retail,99 Yrs From 28/08/2002,Resale,11,30,307506,Central Region,Novena
JUNCTION NINE,18 Yishun Avenue 9  #02-49 ,33,Strata,1066000,32303,3001,06-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-22 ,24,Strata,1008000,42000,3902,06-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-52 ,29,Strata,1155000,39828,3700,06-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-78 ,37,Strata,1992000,53838,5002,06-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #02-50 ,33,Strata,1066000,32303,3001,06-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
ROYAL SQUARE AT NOVENA,103 Irrawaddy Road  #02-18 ,22,Strata,1505000,68409,6355,06-NOV-2013,Retail,99 Yrs From 06/03/2013,New Sale,12,32,329566,Central Region,Novena
JUNCTION NINE,18 Yishun Avenue 9  #02-24 ,37,Strata,1195000,32297,3000,06-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-02 ,80,Strata,3876000,48450,4501,05-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #02-52 ,36,Strata,1202000,33389,3102,05-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-39 ,30,Strata,1551000,51700,4803,05-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-26 ,29,Strata,1343000,46310,4302,05-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-38/66 ,81,Strata,4235000,52284,4857,05-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #02-38 ,25,Strata,889000,35560,3304,05-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-30 ,25,Strata,1144000,45760,4251,05-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #02-35 ,28,Strata,965000,34464,3202,05-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-63 ,18,Strata,901000,50056,4650,04-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
OASIA HOTEL,8 Sinaran Drive  #06-02 ,64,Strata,3169400,49522,4601,04-NOV-2013,Retail,99 Yrs From 23/04/2007,Resale,11,30,307470,Central Region,Novena
JUNCTION NINE,18 Yishun Avenue 9  #01-25 ,31,Strata,1369000,44161,4103,04-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-18 ,26,Strata,952000,36615,3402,04-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-81 ,54,Strata,2700000,50000,4645,04-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #02-32 ,33,Strata,1137000,34455,3201,04-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #02-55 ,39,Strata,1491000,38231,3552,04-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
ROYAL SQUARE AT NOVENA,103 Irrawaddy Road  #01-25 ,33,Strata,3153000,95545,8876,03-NOV-2013,Retail,99 Yrs From 06/03/2013,New Sale,12,32,329566,Central Region,Novena
JUNCTION NINE,18 Yishun Avenue 9  #01-50 ,29,Strata,1218000,42000,3902,01-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #02-27 ,27,Strata,901000,33370,3100,01-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-44 ,41,Strata,1898000,46293,4301,01-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #02-29/30/51 ,91,Strata,3144000,34549,3210,01-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
OASIA HOTEL,8 Sinaran Drive  #06-03 ,85,Strata,4150000,48824,4536,01-NOV-2013,Retail,99 Yrs From 23/04/2007,Resale,11,30,307470,Central Region,Novena
JUNCTION NINE,18 Yishun Avenue 9  #02-23 ,37,Strata,1195000,32297,3000,01-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-27 ,20,Strata,969000,48450,4501,01-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-19 ,55,Strata,2250000,40909,3801,01-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-31 ,37,Strata,1713000,46297,4301,01-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #02-20 ,57,Strata,1902000,33368,3100,01-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-49 ,29,Strata,1155000,39828,3700,01-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-67 ,39,Strata,1722000,44154,4102,01-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-45 ,39,Strata,1512000,38769,3602,01-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #02-17 ,25,Strata,929000,37160,3452,01-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #02-34 ,44,Strata,1421000,32295,3000,01-NOV-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-42 ,48,Strata,2016000,42000,3902,31-OCT-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #02-36 ,29,Strata,1155000,39828,3700,31-OCT-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-58 ,24,Strata,977000,40708,3782,31-OCT-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-43 ,35,Strata,1545000,44143,4101,31-OCT-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-69 ,35,Strata,1545000,44143,4101,31-OCT-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #02-22 ,37,Strata,1195000,32297,3000,31-OCT-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
PEK CHUAN BUILDING,116 Lavender Street  #02-04 ,122,Strata,1080000,8852,822,30-OCT-2013,Retail,99 Yrs From 02/05/1978,Resale,12,33,338730,Central Region,Kallang
JUNCTION NINE,18 Yishun Avenue 9  #01-80 ,71,Strata,3440000,48451,4501,30-OCT-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #02-15 ,19,Strata,819000,43105,4005,30-OCT-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
GOLDEN MILE COMPLEX,5001 Beach Road  #03-97F ,18,Strata,234500,13028,1210,30-OCT-2013,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
JUNCTION NINE,18 Yishun Avenue 9  #01-29 ,35,Strata,1620000,46286,4300,30-OCT-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #02-57 ,28,Strata,1010000,36071,3351,30-OCT-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #02-56 ,28,Strata,1010000,36071,3351,30-OCT-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #02-53 ,40,Strata,1680000,42000,3902,29-OCT-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-57 ,15,Strata,604000,40267,3741,29-OCT-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #02-25 ,27,Strata,901000,33370,3100,29-OCT-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-83 ,25,Strata,1398000,55920,5195,29-OCT-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #02-41 ,30,Strata,1260000,42000,3902,29-OCT-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-59 ,18,Strata,724000,40222,3737,29-OCT-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #02-46 ,13,Strata,651000,50077,4652,29-OCT-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #02-60 ,36,Strata,1492000,41444,3850,29-OCT-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #02-43 ,13,Strata,651000,50077,4652,29-OCT-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #02-62 ,36,Strata,1512000,42000,3902,29-OCT-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-07/23 ,132,Strata,5009000,37947,3525,29-OCT-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #02-58 ,23,Strata,917000,39870,3704,29-OCT-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-60 ,21,Strata,1037440,49402,4590,28-OCT-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-05/06/84 ,92,Strata,5160000,56087,5211,28-OCT-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #02-44 ,14,Strata,701000,50071,4652,28-OCT-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #02-61 ,40,Strata,1637000,40925,3802,28-OCT-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
ALEXANDRA CENTRAL,321 Alexandra Road  #02-16 ,40,Strata,1851000,46275,4299,25-OCT-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
JUNCTION NINE,18 Yishun Avenue 9  #01-21 ,33,Strata,1279000,38758,3601,25-OCT-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-46 ,25,Strata,996000,39840,3701,25-OCT-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #02-05/06/07/08/09/10 ,1729,Strata,54902450,31754,2950,25-OCT-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-12 ,35,Strata,1470000,42000,3902,25-OCT-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-56 ,18,Strata,723787,40210,3736,24-OCT-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-61 ,20,Strata,803221,40161,3731,24-OCT-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
SIM LIM SQUARE,1 Rochor Canal Road  #03-14 ,38,Strata,1100000,28947,2689,23-OCT-2013,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
JUNCTION NINE,18 Yishun Avenue 9  #01-41 ,49,Strata,2163000,44143,4101,23-OCT-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #02-37 ,22,Strata,889000,40409,3754,22-OCT-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #02-14 ,55,Strata,2250000,40909,3801,22-OCT-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
JUNCTION NINE,18 Yishun Avenue 9  #01-24 ,52,Strata,2155000,41442,3850,21-OCT-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
ORCHARD PLAZA,150 Orchard Road  #02-61 ,11,Strata,428000,38909,3615,21-OCT-2013,Retail,99 Yrs From 02/06/1977,Resale,09,23,238841,Central Region,Orchard
JUNCTION NINE,18 Yishun Avenue 9  #02-26 ,27,Strata,901000,33370,3100,21-OCT-2013,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
PEACE CENTRE/MANSIONS,1 Sophia Road  #01-33 ,82,Strata,1000000,12195,1133,21-OCT-2013,Retail,99 Yrs From 02/06/1970,Resale,09,22,228149,Central Region,Rochor
SIM LIM SQUARE,1 Rochor Canal Road  #02-39 ,38,Strata,1100000,28947,2689,16-OCT-2013,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
FOOK HAI BUILDING,150 South Bridge Road  #B1-32 ,321,Strata,4680000,14579,1354,16-OCT-2013,Retail,99 Yrs From 18/01/1972,Resale,01,05,058727,Central Region,Outram
HIGH STREET CENTRE,1 North Bridge Road  #03-10 ,35,Strata,546650,15619,1451,14-OCT-2013,Retail,99 Yrs From 02/06/1969,Resale,06,17,179094,Central Region,Downtown Core
THE MIDTOWN,1187 Upper Serangoon Road  #01-48 ,71,Strata,2653000,37366,3471,11-OCT-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #B1-55A ,44,Strata,1290000,29318,2724,11-OCT-2013,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
PARKWAY CENTRE,1 Marine Parade Central  #06-03 ,77,Strata,1405155,18249,1695,10-OCT-2013,Retail,99 Yrs From 23/07/1981,Resale,15,44,449408,Central Region,Marine Parade
HIGH STREET CENTRE,1 North Bridge Road  #02-21 ,25,Strata,600000,24000,2230,09-OCT-2013,Retail,99 Yrs From 02/06/1969,Resale,06,17,179094,Central Region,Downtown Core
HIGH STREET CENTRE,1 North Bridge Road  #02-18 ,38,Strata,900000,23684,2200,09-OCT-2013,Retail,99 Yrs From 02/06/1969,Resale,06,17,179094,Central Region,Downtown Core
HIGH STREET CENTRE,1 North Bridge Road  #02-02 ,32,Strata,750000,23438,2177,09-OCT-2013,Retail,99 Yrs From 02/06/1969,Resale,06,17,179094,Central Region,Downtown Core
HIGH STREET CENTRE,1 North Bridge Road  #02-03 ,32,Strata,750000,23438,2177,09-OCT-2013,Retail,99 Yrs From 02/06/1969,Resale,06,17,179094,Central Region,Downtown Core
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #B1-44 ,28,Strata,880000,31429,2920,07-OCT-2013,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
SIM LIM SQUARE,1 Rochor Canal Road  #03-80 ,33,Strata,2500000,75758,7038,30-SEP-2013,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
PEOPLE'S PARK COMPLEX,1 Park Road  #03-K76 ,12,Strata,850000,70833,6581,27-SEP-2013,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
THE MIDTOWN,1187 Upper Serangoon Road  #01-25 ,71,Strata,3007900,42365,3936,26-SEP-2013,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
CT HUB 2,114 Lavender Street  #01-02 ,25,Strata,1005561,40222,3737,25-SEP-2013,Retail,99 Yrs From 14/01/1976,New Sale,12,33,338729,Central Region,Kallang
